; RCP 26 emissions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; http://tntcat.iiasa.ac.at:8787/RcpDb/dsd?Action=htmlpage&page=download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;UNITS:,GtC/yr,GtC/yr,MtCH4/yr,MtN2O-N/yr,MtS/yr,Gg/yr,MtCO/yr,Mt/yr,MtN/yr,Mt/yr,Mt/yr,MtN/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr
1974,4.644,1.0387371,282.22003,5.9406002,64.085057,64085.057,872.54555,177.19531,28.159671,6.1171813,28.13095,25.2459,11.993645,0.9215092,0,2.4416297,0,0,0.062948171,0,0.38349883,0,0,1.0515595,345.881,454.701,42.295,11.29,2.921,127,305.489,62.543,0,0.613,1.086,0.08,0.372,0.468,178.243,3488.632
1975,4.615,1.0315876,286.28503,6.1409693,64.264788,64264.788,888.3331,180.53997,28.943004,6.2549509,28.434002,25.999188,13.49105,0.97295172,0,2.6540105,0,0,0.064829061,0,0.39029213,0,0,1.0518869,335.741,442.834,48.505,11.734,3.391,127,308.992,70.487,0,0.613,1.365,0.095,0.524,0.544,179.517,3492.425
1976,4.883,1.0906077,290.35002,6.3042588,64.444519,64444.519,904.12064,183.88464,29.726336,6.3927205,28.737055,26.742024,13.491328,1.0265167,0,2.8848647,0,0,0.066712124,0,0.39709328,0,0,1.57603,343.24,432.28,55.552,12.2,3.943,127,382.3,78.51,0,0.613,1.767,0.11,0.783,0.621,180.83,3495.619
1977,5.029,1.0939874,294.41502,6.534405,64.624251,64624.251,919.90819,187.2293,30.509669,6.5304901,29.040107,27.462492,11.994452,1.0822044,0,3.5660804,0,0,0.068597361,0,0.40390227,0,0,1.8384289,330.711,419.447,63.634,12.68,4.582,127,462.112,85.789,0,0.613,2.035,0.127,1.006,0.697,182.185,3498.281
1978,5.105,1.09037,298.48002,6.6193729,64.803982,64803.982,935.69573,190.57397,31.293001,6.6682597,29.343159,28.148677,13.491857,1.1400146,0,3.7964008,0,0,0.070484772,0,0.05429956,0,0,2.3628175,359.009,424.498,72.896,13.168,5.337,127,587.319,92.012,0,0.613,2.454,0.145,1.253,0.774,183.581,3500.505
1979,5.387,1.0647127,302.54501,7.007773,64.983713,64983.713,951.48328,193.91864,32.076334,6.8060293,29.646211,28.788664,11.994981,1.1999481,0,4.0275411,0,0,0.072374362,0,0.054330947,0,0,2.8873698,274.357,357.266,83.489,13.661,6.228,127,489.712,99.321,0,0.613,2.928,0.161,1.548,0.85,185.022,3502.36
1980,5.332,1.0252096,306.61001,7.0613923,65.163444,65163.444,967.27082,197.2633,32.859666,6.9437989,29.949263,29.37054,13.492387,1.2620043,0,4.2595023,0,0,0.018814427,0,0.76720931,0,0,3.1501778,304.998,432.044,95.641,14.194,7.006,121.849,550.707,104.973,0,0.613,3.453,0.185,1.805,0.927,186.506,3503.915
1981,5.168,1.0448621,310.01251,6.8417522,65.043883,65043.883,980.4447,199.79888,33.357242,7.0210048,30.456334,29.931853,11.995499,1.3261846,0,4.4921574,0,0,0.066288365,0,0.78079292,0,0,3.4130677,289.529,386.347,104.421,14.121,7.743,110.093,505.097,106.406,0,1.25,3.946,0.206,2.139,1.003,188.038,3505.193
1982,5.127,1.1904055,313.415,7.1189858,64.924321,64924.321,993.61858,202.33446,33.854818,7.0982107,30.963404,30.508393,13.492893,1.392488,0,4.7256142,0,0,0.073594133,0,0.081528294,0,0,3.6760394,252.419,400.317,108.943,13.905,8.399,123.807,505.343,116.821,0,0.961,4.522,0.229,2.645,1.105,189.616,3506.255
1983,5.11,1.2255201,316.8175,7.2168971,64.80476,64804.76,1006.7925,204.87003,34.352393,7.1754165,31.470475,31.085608,11.996004,1.4609153,0,4.9598729,0,0,0.073496743,0,0.79436576,0,0,3.939093,299.092,408.416,120.93,14.252,9.207,135.729,553.718,125.343,0,1.165,5.168,0.249,2.98,1.183,191.243,3507.154
1984,5.29,1.2600833,320.22,7.0481314,64.685199,64685.199,1019.9663,207.40561,34.849969,7.2526224,31.977546,31.648945,11.996242,1.5314669,0,5.1949332,0,0,0.018263078,0,0.80794309,0,0,3.9403205,310.901,432.125,177.397,14.781,9.71,134.867,569.476,130.447,0,1.331,6.032,0.269,3.475,1.262,192.92,3507.882
1985,5.444,1.2753449,323.6225,7.0169243,64.565637,64565.637,1033.1402,209.94119,35.347545,7.3298282,32.484616,32.183851,11.99648,1.6041426,0,5.4307947,0,0,-0.080681159,0,0.10867413,0,0,4.7272717,315.327,407.669,128.622,15.705,9.792,109.714,546.714,138.367,0,1.011,7.083,0.289,3.997,1.355,194.648,3508.496
1986,5.61,1.2872023,327.025,7.0704917,64.446076,64446.076,1046.3141,212.47677,35.845121,7.4070341,32.991687,32.675774,13.493874,1.678943,0,5.6674573,0,0,0.075292049,0,0.82150728,0,0,4.9906525,388.346,502.712,169.103,16.379,10.152,149.931,539.076,146.048,0,3.575,8.22,0.309,4.579,1.434,196.427,3508.999
1987,5.753,1.2940086,330.42749,7.4616728,64.326514,64326.514,1059.488,215.01235,36.342696,7.48424,33.498757,33.110161,11.996986,1.7558675,0,5.9049208,0,0,0.17780496,0,1.5479209,0,0,4.7302994,387.277,453.238,250.222,16.667,10.807,115.608,647.608,162.883,0,3.773,9.656,0.329,5.109,1.504,198.259,3509.425
1988,5.964,1.3167248,333.82999,7.2025077,64.206953,64206.953,1072.6618,217.54792,36.840272,7.5614458,34.005828,33.472458,11.997224,1.8349176,0,6.1431847,0,0,0.18118326,0,0.86222749,0,0,4.9936804,303.816,507.99,245.07,16.593,11.493,135.667,635.816,180.113,0,4.458,11.362,0.349,5.696,1.728,200.146,3509.774
1989,6.089,1.3236436,337.23249,7.3310397,64.087391,64087.391,1085.8357,220.0835,37.337848,7.6386517,34.512898,33.748114,11.997462,1.9160924,0,6.3822492,0,0,0.18829422,0.94505787,0.87579234,0,0,5.519051,301.477,385.52,204.109,15.725,12.26,118.146,564.767,186.15,0,6.174,11.605,0.369,5.482,1.73,202.087,3510.061
1990,6.144,1.3194833,340.63499,7.5856812,63.96783,63967.83,1099.0096,222.61908,37.835424,7.7158575,35.019969,33.922575,11.997683,2.0735678,0,6.6218233,0,0,0.18594167,1.0101542,0.88920979,0,0,5.5207695,291.464,405.617,203.131,14.022,12.363,143.171,694.142,195.69,0,11.322,11.702,0.389,5.119,1.73,204.082,3510.299
1991,6.235,1.3809799,336.59218,7.4023631,62.955167,62955.167,1095.9087,221.41947,37.868111,7.7247518,35.072322,34.026024,11.997905,2.3729101,0,6.8621776,0,0,0.19092079,2.1776448,0.90261206,0.004710024,0,5.7843959,190.405,309.884,198.928,13.243,12.135,70.607,573.576,204.801,0,16.556,11.426,0.409,4.094,1.735,206.133,3510.501
1992,6.118,1.3035304,332.54937,7.7989323,61.942504,61942.504,1092.8078,220.21986,37.900799,7.733646,35.124675,34.113528,11.998111,2.3731469,0,7.102985,0,0,0.28889991,4.2079892,1.6286536,0.004710028,0,5.7861962,203.23,303.369,121.343,10.324,12.018,91.022,554.986,185.994,0,20.911,9.343,0.429,2.74,1.715,208.24,3510.656
1993,6.124,1.2981006,328.50656,7.3131034,60.929841,60929.841,1089.707,219.02026,37.933487,7.7425403,35.177028,34.207861,11.998354,2.3733837,0,7.3453102,0,0,0.3768163,8.4161579,2.3685965,0.18499007,0,6.3118123,144.94,228.999,67.857,8.322,11.681,85.436,372.232,188.092,23.101,22.5,10.23,0.509,3.344,1.7,210.402,3510.801
1994,6.242,1.2895956,324.46375,7.5072841,59.917178,59917.178,1086.6061,217.82065,37.966174,7.7514345,35.229381,34.331799,11.998587,2.3736205,0,7.588207,0,0,1.8251048,21.399077,3.8347584,0.1819901,0,5.0042369,127.137,232.722,61.065,6.105,11.011,77.289,244.236,179.101,33.844,25.599,9.105,0.589,4.75,1.68,212.619,3510.907
1995,6.372,1.2750104,320.42094,7.6191035,58.904515,58904.515,1083.5052,216.62104,37.998862,7.7603288,35.281735,34.508115,10.501674,2.3738573,0,10.211528,0,0,2.9802177,29.726101,6.0409628,0.099994794,0,6.0534232,119.235,194.71,22.978,4.784,9.083,85.021,201.637,243.238,41.961,24.275,10.035,0.669,3.991,1.3,200.199,3511.005
1996,6.51,1.2511025,316.37814,7.6520638,57.891852,57891.852,1080.4043,215.42143,38.03155,7.769223,35.334088,34.960533,11.999071,2.3740941,0,10.248182,0,0,3.4188812,40.584859,6.1499876,0.43697783,0,6.0553054,115.437,178.907,27.962,2.943,7.019,70.403,89.184,211.181,51.431,26.411,10.743,0.729,2.691,0.85,201.834,3511.082
1997,6.619,1.2181397,312.33533,7.9097526,56.879189,56879.189,1077.3034,214.22182,38.064237,7.7781173,35.386441,35.833672,11.999322,2.3743309,0,10.284399,0,0,5.354049,50.643567,6.2587493,0.40797848,0,4.4857403,95.388,160.981,18.663,1.886,5.429,74.423,62.53,208.614,46.639,22.493,9.909,0.789,2.594,0.7,207.696,3511.082
1998,6.588,1.2148431,308.29252,7.8957263,55.866526,55866.526,1074.2026,213.02222,38.096925,7.7870115,35.438794,37.03165,11.999575,2.3745677,0,10.320704,0.087305408,0,7.2031812,59.652126,6.3676829,0.92795208,0,4.7490393,92.401,152.715,14.831,1.199,4.223,84.361,29.412,249.912,58.131,27.683,9.837,0.607,2.491,0.71,206.946,3511.082
1999,6.569,1.1827892,304.24971,7.5269849,54.853863,54853.863,1071.1017,211.82261,38.129612,7.7959058,35.491147,38.458587,10.502692,2.3748045,0,10.357655,0.78573737,0,8.1531677,67.043997,6.4775249,1.35393,0,6.3219597,94.931,145.169,14.362,0.784,3.32,69.242,24.668,230.91,55.817,28.047,9.806,0.467,2.39,0.631,195.938,3511.082
2000,6.735,1.1488,300.2069,7.4566,53.8412,53841.2,1068.0008,210.623,38.1623,7.8048,35.5435,40.0186,12.0001,2.3749,0.4624,10.3949,4,0,8.5381,75.0393,6.234,1.9509,17.9257,5.5382,99.227,140.712,17.777,0.567,2.609,74.132,18.584,229.638,55.602,26.296,8.834,0.328,2.295,0.562,186.206,3511.082
2001,6.8959,1.132,303.4092,7.503,54.4191,54419.1,1066.7448,211.5938,38.2888,7.8945,35.7143,40.3916,11.925,2.4345,0.4651,10.4328,5.3987,0.6471,9.0301,84.0409,7.4947,1.6449,19.7183,5.699,81.839,117.202,12.051,0.45,2.069,65.195,13.253,240.392,53.81,28.001,8.669,0.282,2.209,0.5,181.525,3511.082
2002,6.949,1.2317,306.5788,7.5487,54.9961,54996.1,1065.4691,212.5632,38.4153,7.9842,35.8845,40.7646,11.8481,2.4915,0.4058,10.4708,6.7975,1.294,9.8852,94.7161,8.7389,2.508,21.5109,5.8596,81.408,100.258,6.019,0.423,1.609,69.565,13.487,251.146,52.018,22.43,8.524,0.235,2.131,0.445,181.887,3511.082
2003,7.286,1.2257,309.7164,7.5942,55.5716,55571.6,1064.1741,213.5311,38.5418,8.0734,36.0543,41.1378,11.7693,2.5463,0.3939,10.5083,8.196,1.9411,12.0788,101.4157,9.9776,3.341,23.3035,6.0201,90.865,107.745,2.604,0.37,1.288,69.381,8.444,261.9,50.225,23.232,7.77,0.189,2.057,0.396,177.539,3511.082
2004,7.6719,1.2429,312.824,7.6394,56.1461,56146.1,1062.8596,214.4977,38.6684,8.1623,36.2232,41.5107,11.6885,2.599,0.4062,10.5454,9.5947,2.5882,12.5073,113.9297,11.2136,4.269,25.096,6.1805,78.182,87.647,5.237,0.378,1.046,67.383,10.874,272.654,48.433,23.348,7.653,0.189,1.987,0.353,174.26,3511.082
2005,7.971,1.1955,315.9027,7.6841,56.7195,56719.5,1061.5255,215.4628,38.7948,8.2512,36.3917,41.8837,11.6059,2.6494,0.4358,10.8116,10.9935,3.2351,13.7591,120.9334,12.4483,4.8901,26.8885,6.3407,49.49,51.552,0.854,0.227,0.785,65,10.874,283.408,46.641,26.458,7.518,0.189,1.92,0.314,168.841,3511.082
2006,8.1427,1.1676,320.0614,7.715,56.545,56545,1055.3681,215.8001,38.883,8.3258,36.4361,42.2406,12.2669,3.1051,0.4427,10.5529,12.3831,3.8803,16.2358,121.0746,14.293,5.6938,31.7215,6.4709,48.471,49.808,1.119,0.136,0.588,58.5,10.874,296.002,48.231,34.767,6.992,0.049,1.834,0.279,167.857,3511.082
2007,8.3136,1.14,324.2127,7.7459,56.3678,56367.8,1049.2141,216.1376,38.97,8.4003,36.4792,42.5977,12.9284,3.5603,0.4492,10.2947,13.7731,4.5246,18.7259,129.6223,16.1321,6.5045,36.5545,6.6013,47.083,46.366,0.911,0.082,0.441,52,10.874,308.596,49.821,39.869,6.502,0.049,1.752,0.249,167.857,3511.082
2008,8.4828667,1.1121667,328.34943,7.7766333,56.184533,56184.533,1043.0664,216.4749,39.054433,8.4745333,36.520033,42.9544,13.5912,4.0149667000000004,0.45503333,10.037233,15.162767,5.1677,21.2435,138.76247,17.9599,7.3294667,41.387467,6.6085333,45.74,43.216,0.806,0.049,0.331,45.5,10.874,321.19,51.412,39.099,6.047,0.049,1.675,0.221,167.857,3511.082
2009,8.6521333,1.0843333,332.48617,7.8073667,56.001267,56001.267,1036.9188,216.8122,39.138867,8.5487667,36.560867,43.3111,14.254,4.4696333,0.46086667,9.7797667,16.552433,5.8108,23.7611,147.90263,19.7877,8.1544333,46.220433,6.6157667,44.442,40.334,0.754,0.029,0.248,39,10.874,333.784,53.002,38.069,5.624,0.049,1.601,0.197,167.857,3511.082
2010,8.8214,1.0565,336.6229,7.8381,55.818,55818,1030.7711,217.1495,39.2233,8.623,36.6017,43.6678,14.9168,4.9243,0.4667,9.5223,17.9421,6.4539,26.2787,157.0428,21.6155,8.9794,51.0534,6.623,42.976,36.906,0.377,0.018,0.186,32.5,7.266,346.378,54.593,36.801,5.23,0,1.521,0.175,167.857,3511.082
2011,8.86803,1.04813,328.6374,7.79063,54.65749,54657.49,1025.9587,216.7636,38.96192,8.5989,36.61719,44.07346,14.6468,4.9717,0.43848,8.68531,22.21208,6.53107,32.58573,158.72642,25.89136,8.24224,49.18021,6.18511,41.557,33.769,0.189,0.011,0.14,26,7.266,344.714,54.867,35.314,4.864,0,1.445,0.156,167.857,3511.082
2012,8.91466,1.03976,320.6519,7.74316,53.49698,53496.98,1021.1462,216.3777,38.70054,8.5748,36.63268,44.47912,14.3768,5.0191,0.41026,7.84832,26.48206,6.60824,38.89276,160.41004,30.16722,7.50508,47.30702,5.74722,40.186,30.898,0.094,0.006,0.105,19.5,7.266,343.051,55.141,33.625,4.524,0,1.373,0.139,167.857,3511.082
2013,8.96129,1.03139,312.6664,7.69569,52.33647,52336.47,1016.3338,215.9918,38.43916,8.5507,36.64817,44.88478,14.1068,5.0665,0.38204,7.01133,30.75204,6.68541,45.19979,162.09366,34.44308,6.76792,45.43383,5.30933,38.86,28.272,0.047,0.004,0.079,13,7.266,341.387,55.414,31.75,4.207,0,1.304,0.124,167.857,3511.082
2014,9.00792,1.02302,304.6809,7.64822,51.17596,51175.96,1011.5213,215.6059,38.17778,8.5266,36.66366,45.29044,13.8368,5.1139,0.35382,6.17434,35.02202,6.76258,51.50682,163.77728,38.71894,6.03076,43.56064,4.87144,37.578,25.869,0.024,0.002,0.059,6.5,7.266,339.724,55.688,29.705,3.913,0,1.239,0.11,167.857,3511.082
2015,9.715356117356912,0.9191159057602092,350.16866436428705,6.651369461302762,50.01545,43592.76960748998,857.7131413620689,196.85104056027103,42.10638008804882,7.6602501974249195,29.17208920061821,45.6961,4.5419844717,1.4890218034,0.3256,10.35923570682,3.1781538179999997,4.404877948,40.3550923,239.09018395,43.9721025,6.0050415,0.88683502,3.6045651991,36.338,23.67,0.012,0.001,0.044,0,0,338.06,55.962,27.502,3.639,0,1.177,0.098,155.925,3511.082
2016,9.870654759633979,0.8498383256126699,350.88582081504074,6.721240998530567,48.85494,42888.25535548767,843.0153400660178,195.06025042088893,41.849355730188044,7.595121923955034,28.992565533158306,46.10176,4.57578204924,1.4884323647,0.29738,10.543500085408,3.6570525183999996,4.4395191724,46.421519180000004,244.75659221400002,50.55016688,5.513676164,2.4933485500000003,3.617204997806,35.138,21.658,0.006,0.001,0.033,0,0,336.397,56.236,25.476,3.384,0,1.118,0.087,155.925,3511.082
2017,10.025953401911044,0.7805607454651307,351.60297726579444,6.79111253575837,47.69443,42183.74110348536,828.3175387699667,193.26946028150687,41.59233137232727,7.529993650485149,28.8130418656984,46.50742,4.60957962678,1.487842926,0.26916,10.727764463996,4.1359512188,4.4741603968,52.48794606,250.423000478,57.12823126,5.022310828,4.09986208,3.629844796512,33.979,19.817,0.003,0,0.025,0,0,334.733,56.51,23.611,3.147,0,1.062,0.078,155.925,3511.082
2018,10.181252044188112,0.7112831653175914,352.3201337165482,6.860984072986175,46.53392,41479.22685148305,813.6197374739156,191.47867014212477,41.335307014466494,7.464865377015262,28.633518198238495,46.91308,4.64337720432,1.4872534873,0.24094,10.912028842584,4.614849919199999,4.5088016212,58.55437293999999,256.089408742,63.70629563999999,4.530945492,5.70637561,3.642484595218,32.858,18.133,0.001,0,0.019,0,0,333.07,56.784,21.896,2.927,0,1.009,0.069,155.925,3511.082
2019,10.336550686465177,0.6420055851700521,353.0372901673019,6.930855610213978,45.37341,40774.712599480736,798.9219361778646,189.6878800027427,41.07828265660572,7.399737103545377,28.453994530778587,47.31874,4.677174781860001,1.4866640486,0.21272,11.096293221172,5.0937486195999995,4.5434428456000004,64.62079982,261.75581700600003,70.28436002,4.0395801559999995,7.312889140000001,3.655124393924,31.773,16.591,0.001,0,0.014,0,0,331.406,57.058,20.318,2.722,0,0.959,0.061,155.925,3511.082
2020,10.491849328742244,0.5727280050225129,353.75444661805557,7.000727147441783,44.2129,40070.19834747843,784.2241348818135,187.8970898633606,40.821258298744944,7.334608830075491,28.274470863318683,47.7244,4.7109723594,1.4860746099,0.1845,11.28055759976,5.57264732,4.57808407,70.6872267,267.42222527,76.8624244,3.54821482,8.91940267,3.66776419263,30.725,15.181,0,0,0.01,0,0,329.743,57.332,18.867,2.531,0,0.911,0.055,155.925,3511.082
2021,10.203806350822274,-0.4147399552700599,347.4641227209595,6.972181140134434,42.75221,38295.38808661416,761.3459896325353,184.5489240209373,39.976783058039516,7.222765883580443,27.991224929725504,48.0643,4.578185977804,1.41789233836,0.17723,11.280865694508,5.7111512676,4.5632578606,72.43255744,263.026564904,78.73470798,3.565833232,8.94041413,3.6310360966579998,29.711,13.891,0,0,0.008,0,0,313.814,56.425,17.531,2.354,0,0.865,0.049,155.925,3511.082
2022,9.915763372902303,-1.4022079155626326,341.1737988238634,6.943635132827086,41.29152,36520.5778257499,738.4678443832571,181.20075817851398,39.13230781733409,7.110922937085396,27.70797899613233,48.4042,4.445399596208,1.34971006682,0.16996,11.281173789256,5.8496552152,4.5484316512000005,74.17788818,258.630904538,80.60699156,3.583451644,8.961425590000001,3.594308000686,28.73,12.71,0,0,0.006,0,0,297.886,55.519,16.302,2.189,0,0.822,0.043,155.925,3511.082
2023,9.627720394982333,-2.3896758758552052,334.88347492676735,6.915089125519737,39.83083,34745.76756488563,715.589699133979,177.85259233609068,38.28783257662865,6.9990799905903485,27.42473306253915,48.7441,4.312613214612,1.28152779528,0.16269,11.281481884004,5.9881591628,4.5336054418,75.92321892,254.235244172,82.47927514,3.6010700559999997,8.98243705,3.5575799047139998,27.782,11.63,0,0,0.004,0,0,281.957,54.612,15.172,2.036,0,0.781,0.039,155.925,3511.082
2024,9.339677417062362,-3.3771438361477784,328.5931510296713,6.886543118212389,38.37014,32970.957304021365,692.7115538847008,174.50442649366735,37.443357335923224,6.8872370440953015,27.141487128945975,49.084,4.1798268330160004,1.21334552374,0.15542,11.281789978752,6.1266631104,4.5187792324,77.66854966,249.839583806,84.35155872,3.6186884679999998,9.00344851,3.520851808742,26.865,10.641,0,0,0.003,0,0,266.029,53.705,14.132,1.894,0,0.742,0.034,155.925,3511.082
2025,9.051634439142392,-4.364611796440351,322.3028271325752,6.85799711090504,36.90945,31196.147043157103,669.8334086354226,171.15626065124405,36.598882095217796,6.775394097600254,26.858241195352797,49.4239,4.04704045142,1.1451632522,0.14815,11.2820980735,6.265167058,4.503953023,79.4138804,245.44392344,86.2238423,3.63630688,9.02445997,3.4841237127699998,25.979,9.737,0,0,0.002,0,0,250.101,52.798,13.175,1.761,0,0.705,0.031,155.925,3511.082
2026,8.88182824224742,-4.90739580596329,324.46116100008754,6.933044290600199,35.44876,30288.187220984393,662.3562029416836,170.62622363245353,36.034987219472626,6.712818218447227,26.787852598967767,49.7638,4.089816911306,1.1601349618999999,0.14088,11.38113560887,6.5754165344,4.5234213504000005,83.33712738,247.231490534,90.46528392,3.7564909479999997,10.171471188,3.557707232006,25.122,8.909,0,0,0.002,0,0,234.172,51.892,12.295,1.638,0,0.669,0.027,155.925,3511.082
2027,8.71202204535245,-5.450179815486229,326.6194948675999,7.008091470295358,33.98807,29380.22739881168,654.8789972479447,170.09618661366298,35.471092343727456,6.6502423392942,26.717464002582737,50.1037,4.132593371192,1.1751066716,0.13361,11.48017314424,6.8856660108000005,4.5428896778,87.26037436,249.01905762799998,94.70672554000001,3.876675016,11.318482406000001,3.631290751242,24.293,8.152,0,0,0.001,0,0,218.244,50.985,11.485,1.523,0,0.636,0.024,155.925,3511.082
2028,8.542215848457477,-5.992963825009168,328.77782873511217,7.0831386499905165,32.52738,28472.26757663897,647.4017915542056,169.56614959487246,34.907197467982286,6.587666460141174,26.647075406197708,50.443600000000004,4.175369831078,1.1900783813,0.12634,11.579210679610002,7.1959154872,4.5623580052,91.18362134,250.806624722,98.94816716,3.996859084,12.465493624,3.7048742704779998,23.491,7.459,0,0,0.001,0,0,202.315,50.078,10.74,1.417,0,0.604,0.022,155.925,3511.082
2029,8.372409651562506,-6.535747834532107,330.9361626026245,7.158185829685675,31.06669,27564.307754466256,639.9245858604667,169.0361125760819,34.343302592237116,6.525090580988147,26.576686809812678,50.7835,4.2181462909639995,1.2050500910000002,0.11907,11.678248214980002,7.5061649636,4.5818263325999995,95.10686832,252.594191816,103.18960878,4.117043152,13.612504842,3.778457789714,22.716,6.825,0,0,0.001,0,0,186.387,49.172,10.055,1.317,0,0.574,0.019,155.925,3511.082
2030,8.202603454667535,-7.078531844055046,333.09449647013685,7.233233009380834,29.606,26656.347932293545,632.4473801667276,168.50607555729138,33.779407716491946,6.46251470183512,26.506298213427648,51.1234,4.26092275085,1.2200218007,0.1118,11.777285750350002,7.81641444,4.60129466,99.0301153,254.38175891,107.4310504,4.23722722,14.75951606,3.85204130895,21.966,6.245,0,0,0.001,0,0,170.458,48.265,9.424,1.225,0,0.545,0.017,155.925,3511.082
2031,8.028789009338025,-6.889386355604909,334.64471475077653,7.297811914131272,28.63446,26062.93380493454,624.0488367358663,167.866776939078,33.27577952836624,6.393191956787274,26.318675432385163,51.34308,4.287798681818,1.2295083249,0.1119,11.830355855726001,7.853436156,4.614041718,99.49920128000001,253.469656304,107.94489104,4.247114418000001,14.879536494,3.888589388246,21.241,5.714,0,0,0,0,0,158.161,46.405,8.826,1.139,0,0.518,0.015,155.925,3511.082
2032,7.854974564008517,-6.700240867154773,336.1949330314162,7.36239081888171,27.66292,25469.519677575532,615.650293305005,167.22747832086458,32.77215134024054,6.323869211739427,26.131052651342674,51.56276,4.314674612786,1.2389948491,0.112,11.883425961102,7.890457872,4.626788776,99.96828726000001,252.557553698,108.45873168,4.257001616,14.999556928,3.9251374675419997,20.54,5.228,0,0,0,0,0,145.863,44.545,8.259,1.06,0,0.492,0.013,155.925,3511.082
2033,7.681160118679006,-6.511095378704636,337.74515131205584,7.426969723632148,26.69138,24876.10555021652,607.2517498741438,166.5881797026512,32.26852315211483,6.254546466691581,25.94342987030019,51.78244,4.341550543754,1.2484813733,0.1121,11.936496066478002,7.927479588000001,4.639535834,100.43737324,251.645451092,108.97257232000001,4.2668888140000005,15.119577362,3.961685546838,19.862,4.784,0,0,0,0,0,133.566,42.685,7.72,0.985,0,0.467,0.012,155.925,3511.082
2034,7.507345673349497,-6.3219498902544995,339.2953695926955,7.491548628382586,25.71984,24282.691422857515,598.8532064432825,165.94888108443777,31.76489496398913,6.185223721643734,25.7558070892577,52.00212,4.368426474722,1.2579678975,0.1122,11.989566171854001,7.964501304000001,4.652282892,100.90645922,250.73334848599998,109.48641296000001,4.276776012,15.239597796,3.9982336261339997,19.207,4.377,0,0,0,0,0,121.269,40.825,7.207,0.916,0,0.444,0.011,155.925,3511.082
2035,7.333531228019988,-6.132804401804362,340.8455878733352,7.556127533133024,24.7483,23689.27729549851,590.4546630124212,165.30958246622438,31.261266775863426,6.115900976595888,25.568184308215216,52.2218,4.39530240569,1.2674544216999999,0.1123,12.04263627723,8.00152302,4.66502995,101.3755452,249.82124588,110.00025360000001,4.28666321,15.35961823,4.0347817054299995,18.573,4.005,0,0,0,0,0,108.971,38.965,6.717,0.852,0,0.422,0.01,155.925,3511.082
2036,7.159393625002254,-5.926635667236798,341.9292829927168,7.612009814429174,23.77676,23274.10193681853,581.3548026499434,164.34367312776706,30.88873108508176,6.039475061769389,25.205295414506686,52.44148,4.41100110206,1.27295679338,0.1124,12.066116116388,8.006191256000001,4.684772124,101.43516896,248.630309176,110.06905490000001,4.29743342,15.472239400000001,4.059265410651999,17.96,3.665,0,0,0,0,0,96.674,37.105,6.249,0.793,0,0.401,0.008,155.925,3511.082
2037,6.985256021984521,-5.7204669326692335,343.01297811209844,7.667892095725325,22.80522,22858.926578138555,572.2549422874656,163.3777637893097,30.516195394300095,5.963049146942891,24.842406520798157,52.66116,4.42669979843,1.27845916506,0.1125,12.089595955546,8.010859492,4.704514298,101.49479272,247.439372472,110.1378562,4.30820363,15.58486057,4.083749115873999,17.368,3.353,0,0,0,0,0,84.377,35.244,5.801,0.737,0,0.381,0.008,155.925,3511.082
2038,6.811118418966787,-5.514298198101669,344.09667323148005,7.723774377021476,21.83368,22443.751219458576,563.1550819249877,162.4118544508524,30.143659703518427,5.886623232116393,24.479517627089624,52.88084,4.4423984948,1.28396153674,0.1126,12.113075794703999,8.015527728,4.7242564719999995,101.55441648,246.248435768,110.2066575,4.31897384,15.69748174,4.108232821096,16.794,3.068,0,0,0,0,0,72.079,33.384,5.372,0.686,0,0.362,0.007,155.925,3511.082
2039,6.6369808159490535,-5.3081294635341045,345.18036835086167,7.779656658317626,20.86214,22028.5758607786,554.0552215625099,161.44594511239504,29.771124012736763,5.810197317289894,24.116628733381095,53.10052,4.458097191169999,1.28946390842,0.1127,12.136555633861999,8.020195964,4.743998646,101.61404024000001,245.057499064,110.2754588,4.32974405,15.81010291,4.132716526318,16.24,2.807,0,0,0,0,0,59.782,31.524,4.96,0.638,0,0.344,0.006,155.925,3511.082
2040,6.46284321293132,-5.1019607289665405,346.2640634702433,7.835538939613777,19.8906,21613.400502098622,544.9553612000321,160.48003577393771,29.398588321955096,5.733771402463396,23.753739839672566,53.3202,4.47379588754,1.2949662801,0.1128,12.160035473019999,8.0248642,4.76374082,101.673664,243.86656236000002,110.3442601,4.34051426,15.92272408,4.15720023154,15.704,2.569,0,0,0,0,0,47.485,29.664,4.563,0.593,0,0.326,0.005,155.925,3511.082
